activityId,activityName,startTimeLocal,startTimeGMT,distance,duration,elapsedDuration,movingDuration,elevationGain,elevationLoss,averageSpeed,maxSpeed,avgGradeAdjustedSpeed,calories,bmrCalories,averageHR,maxHR,averageRunningCadenceInStepsPerMinute,maxRunningCadenceInStepsPerMinute,steps,avgStrideLength,vO2MaxValue,avgPower,maxPower,normPower,aerobicTrainingEffect,anaerobicTrainingEffect,trainingEffectLabel,activityTrainingLoad,aerobicTrainingEffectMessage,anaerobicTrainingEffectMessage,minTemperature,maxTemperature,minElevation,maxElevation,avgElevation,maxVerticalSpeed,waterEstimated,lapCount,moderateIntensityMinutes,vigorousIntensityMinutes,fastestSplit_1000,fastestSplit_1609,fastestSplit_5000,hrTimeInZone_1,hrTimeInZone_2,hrTimeInZone_3,hrTimeInZone_4,hrTimeInZone_5,powerTimeInZone_1,powerTimeInZone_2,powerTimeInZone_3,powerTimeInZone_4,powerTimeInZone_5,startLatitude,startLongitude,endLatitude,endLongitude,locationName,manufacturer,description
19668687650,足立区 ラン,2025-07-08 21:21:00,2025-07-08 12:21:00,5021.759765625,1593.0880126953125,1593.0880126953125,1593.0,22.0,14.0,3.1519999504089355,4.375999927520752,3.1530001163482666,403.0,41.0,171.0,190.0,163.953125,176.0,4372,115.35799910024606,53.0,379.0,849.0,386.0,3.5,0.0,TEMPO,103.22688293457031,IMPACTING_TEMPO_22,NO_ANAEROBIC_BENEFIT_0,30.0,32.0,3.799999952316284,17.0,,0.5999999046325684,442.0,1,1,25,289.27099609375,479.09100341796875,1582.8079833984375,30.78,55.0,190.999,143.004,1173.305,112.0,642.999,626.314,158.997,23.999,35.76777722686529,139.77370189502835,35.759232798591256,139.77511525154114,足立区,GARMIN,
19619212887,足立区 ラン,2025-07-03 20:14:50,2025-07-03 11:14:50,1840.1800537109375,934.60302734375,2988.138916015625,884.0,4.0,1.0,1.968999981880188,3.059999942779541,1.9819999933242798,142.0,24.0,118.0,142.0,126.484375,224.0,2192,93.40013560465378,,212.0,387.0,260.0,0.800000011920929,0.0,RECOVERY,8.69622802734375,RECOVERY_5,NO_ANAEROBIC_BENEFIT_0,29.0,32.0,2.5999999046325684,6.400000095367432,,0.40000009536743164,235.0,1,6,8,471.54400634765625,757.0479736328125,,539.006,120.999,0.0,0.0,0.0,349.997,110.996,7.001,0.0,0.0,35.76779516413808,139.77350676432252,35.76780807226896,139.77440362796187,足立区,GARMIN,
19607862030,足立区 ラン,2025-07-02 18:16:47,2025-07-02 09:16:47,695.7100219726562,323.2309875488281,328.7049865722656,255.0,3.0,1.0,2.1519999504089355,3.5460000038146977,2.063999891281128,53.0,8.0,116.0,143.0,126.890625,209.0,694,101.77403293362195,,244.0,469.0,310.0,0.699999988079071,0.0,RECOVERY,7.2027435302734375,RECOVERY_5,NO_ANAEROBIC_BENEFIT_0,30.0,32.0,3.0,5.599999904632568,,0.20000028610229495,85.0,1,1,4,,,,100.001,110.525,0.0,0.0,0.0,79.995,78.004,31.998,10.001,0.0,35.76750783249736,139.77357557974756,35.7650725543499,139.76858901791275,足立区,GARMIN,
19589362939,足立区 ラン,2025-06-30 21:38:10,2025-06-30 12:38:10,5404.5498046875,1900.552978515625,1900.552978515625,1849.0,4.0,5.0,2.8440001010894775,4.244999885559082,2.8259999752044678,437.0,49.0,155.0,179.0,152.828125,216.0,5004,111.64197444918406,53.0,336.0,574.0,367.0,3.200000047683716,0.4000000059604645,AEROBIC_BASE,80.25259399414062,IMPROVING_AEROBIC_BASE_8,NO_ANAEROBIC_BENEFIT_0,30.0,32.0,9.199999809265137,16.0,,1.8000001907348633,527.0,1,2,28,303.9830017089844,489.8630065917969,1751.884033203125,149.002,361.005,245.994,742.001,378.172,189.601,519.529,609.054,235.99,28.002,35.76754605397582,139.77360064163804,35.76831651851535,139.77187665179372,足立区,GARMIN,
19587735283,足立区 ラン,2025-06-30 18:30:31,2025-06-30 09:30:31,674.1099853515625,341.8059997558594,341.8059997558594,255.0,2.0,0.0,1.972000002861023,3.0980000495910645,1.9359999895095825,55.0,9.0,115.0,136.0,121.34375,168.0,746,97.51802941186043,,235.0,409.0,303.0,0.6000000238418579,0.0,RECOVERY,6.929443359375,RECOVERY_5,NO_ANAEROBIC_BENEFIT_0,30.0,32.0,7.0,9.399999618530273,,0.40000009536743164,83.0,1,1,4,,,,215.122,21.432,0.0,0.0,0.0,86.557,109.003,17.996,0.0,0.0,35.767440693452954,139.77358379401267,35.76499242335558,139.7685862518847,足立区,GARMIN,
19575511018,戸塚区 ラン,2025-06-29 11:23:49,2025-06-29 02:23:49,5371.2998046875,2650.02490234375,2659.31103515625,2502.0,120.0,122.0,2.0269999504089355,3.5829999446868896,2.0510001182556152,430.0,69.0,137.0,167.0,124.03125,176.0,5864,96.48246695516602,53.0,224.0,494.0,294.0,2.700000047683716,0.0,AEROBIC_BASE,48.65089416503906,MAINTAINING_AEROBIC_BASE_7,NO_ANAEROBIC_BENEFIT_0,31.0,34.0,35.79999923706055,64.19999694824219,,1.0,674.0,5,17,24,288.8059997558594,509.9320068359375,2413.283935546875,985.234,711.76,488.803,367.971,10.999,424.036,305.049,228.87,169.031,7.001,35.43616047129035,139.5706246420741,35.43699539266527,139.57161479629576,戸塚区,GARMIN,
19560563484,足立区 ラン,2025-06-27 21:57:38,2025-06-27 12:57:38,3279.8701171875,1343.095947265625,2543.1689453125,1240.0,15.0,8.0,2.441999912261963,3.6110000610351567,2.4130001068115234,267.0,35.0,139.0,163.0,136.4375,227.0,3152,107.11985030990414,53.0,275.0,461.0,324.0,2.0999999046325684,0.0,RECOVERY,25.51861572265625,MINOR_AEROBIC_BENEFIT_0,NO_ANAEROBIC_BENEFIT_0,29.0,32.0,4.400000095367432,15.199999809265137,,0.4000005722045899,357.0,4,4,20,351.4360046386719,593.4949951171875,,313.614,354.414,475.006,91.985,0.0,269.955,437.039,175.964,40.002,0.0,35.76775819994509,139.77376978844404,35.767830116674304,139.7735315747559,足立区,GARMIN,
19550405859,足立区 ラン,2025-06-26 20:41:17,2025-06-26 11:41:17,4824.4501953125,2168.48193359375,2168.48193359375,2103.697998046875,23.0,22.0,2.2249999046325684,3.266000032424927,2.244999885559082,395.0,56.0,139.0,155.0,153.71875,170.0,5480,87.32000122070313,53.0,280.0,442.0,303.0,2.299999952316284,0.0,AEROBIC_BASE,35.72358703613281,MAINTAINING_AEROBIC_BASE_7,NO_ANAEROBIC_BENEFIT_0,30.0,32.0,3.200000047683716,17.0,,0.5999994277954102,585.0,5,4,31,397.81298828125,652.3829956054688,,320.099,1615.963,179.988,0.0,0.0,1138.005,395.943,98.162,2.822,0.0,35.76783631928265,139.77370055392385,35.76497188769281,139.77119402959943,足立区,GARMIN,
19536196086,足立区 ラン,2025-06-25 09:21:15,2025-06-25 00:21:15,4512.02001953125,1785.008056640625,1785.008056640625,1766.8460083007812,4.0,0.0,2.5280001163482666,3.956000089645386,2.51799988746643,357.0,46.0,146.0,174.0,158.953125,173.0,4680,94.52000122070314,53.0,292.0,500.0,313.0,2.5999999046325684,0.0,AEROBIC_BASE,48.42576599121094,MAINTAINING_AEROBIC_FITNESS_1,NO_ANAEROBIC_BENEFIT_0,29.0,32.0,0.800000011920929,5.800000190734863,,1.0,474.0,5,1,27,352.7669982910156,569.177001953125,,210.002,519.002,853.962,89.993,74.999,1105.947,299.014,16.995,33.0,4.001,35.767533145844936,139.7737622447312,35.7677698507905,139.77379652671516,足立区,GARMIN,
19477624299,釧路町 ラン,2025-06-19 14:41:34,2025-06-19 05:41:34,722.3699951171875,525.948974609375,525.948974609375,272.0,21.0,19.0,1.3730000257492065,4.189000129699707,1.4299999475479126,70.0,14.0,114.0,155.0,77.75,177.0,724,105.99049940139027,,163.0,495.0,309.0,0.699999988079071,0.0,RECOVERY,8.025421142578125,RECOVERY_5,NO_ANAEROBIC_BENEFIT_0,30.0,33.0,39.599998474121094,61.599998474121094,,7.0,85.0,1,2,3,,,,101.64,79.288,81.001,0.0,0.0,81.023,34.964,17.997,67.018,11.001,43.100056825205684,144.4497163966298,43.10036192648113,144.45000783540308,釧路町,GARMIN,
19437102252,飯能市 トレイルラン,2025-06-15 11:39:29,2025-06-15 02:39:29,24531.509765625,19560.978515625,19566.236328125,17713.406005859375,1283.0,1578.0,1.253999948501587,5.421000003814697,1.4420000314712524,2777.0,502.0,151.0,193.0,96.171875,250.0,37268,78.30229333225263,53.0,133.0,611.0,195.0,4.400000095367432,1.100000023841858,AEROBIC_BASE,192.5526885986328,HIGHLY_IMPROVING_AEROBIC_ENDURANCE_10,MINOR_ANAEROBIC_BENEFIT_15,28.0,33.0,115.80000305175781,509.3999938964844,,2.4000091552734375,3483.0,25,139,154,340.697998046875,608.5889892578125,2946.216064453125,1068.039,5623.785,8990.32,3467.549,410.977,1782.633,218.055,93.01,93.988,42.999,35.89581314474344,139.23461308702826,35.85856346413493,139.31109175086021,飯能市,GARMIN,
19437009305,飯能市 トレイルラン,2025-06-15 08:12:50,2025-06-14 23:12:50,12545.2099609375,11995.751953125,12134.7802734375,9514.682006835938,1009.0,732.0,1.0460000038146973,3.5269999504089355,1.253000020980835,1753.0,308.0,145.0,170.0,80.21875,249.0,19966,78.11725025672492,53.0,121.0,523.0,190.0,3.5,0.10000000149011612,AEROBIC_BASE,109.1961669921875,IMPROVING_AEROBIC_ENDURANCE_9,NO_ANAEROBIC_BENEFIT_0,25.0,32.0,113.5999984741211,442.6000061035156,,1.399993896484375,,13,,,,,,997.838,2881.437,4579.297,2267.168,46.003,1354.86,260.956,84.806,53.266,16.018,35.85850604809821,139.31119535118341,35.89447748847306,139.23515304923058,飯能市,GARMIN,
19410630078,足立区 ラン,2025-06-12 22:09:38,2025-06-12 13:09:38,1882.3499755859375,893.5560302734375,893.5560302734375,764.0,5.0,0.0,2.1070001125335693,4.2170000076293945,2.114000082015991,156.0,23.0,131.0,160.0,117.296875,183.0,1848,107.11897942998556,,231.0,537.0,311.0,2.0999999046325684,0.0,RECOVERY,27.527450561523438,MINOR_AEROBIC_BENEFIT_0,NO_ANAEROBIC_BENEFIT_0,26.0,30.0,9.0,14.600000381469727,,0.20000076293945312,186.0,2,2,10,350.3320007324219,590.1939697265625,,94.999,311.006,217.993,28.992,0.0,215.978,170.001,84.0,55.999,4.001,35.76777119189501,139.7737126238644,35.767757780849934,139.77378227747977,足立区,GARMIN,
19374359774,足立区 - Lactate Threshold Test,2025-06-09 07:53:42,2025-06-08 22:53:42,6548.33984375,2719.87109375,2719.87109375,2545.0,22.0,22.0,2.4079999923706055,4.599999904632568,2.427999973297119,503.0,70.0,144.0,189.0,138.59375,185.0,6478,99.68469026635454,53.0,270.0,563.0,351.0,3.4000000953674316,0.699999988079071,TEMPO,115.85467529296875,IMPROVING_AEROBIC_FITNESS_2,NO_ANAEROBIC_BENEFIT_0,26.0,32.0,-3.200000047683716,12.199999809265137,,5.399999618530273,653.0,9,12,30,256.40301513671875,410.2770080566406,1583.4840087890625,326.97,1186.674,399.935,310.706,438.975,608.167,324.63,361.417,148.395,37.997,35.76756407506764,139.77380633354187,35.76258019544184,139.77095891721547,足立区,GARMIN,
19369230932,足立区 ラン,2025-06-08 21:14:56,2025-06-08 12:14:56,1730.280029296875,732.7680053710938,1443.7679443359375,717.0,5.0,0.0,2.3610000610351562,3.9100000858306885,2.3540000915527344,131.0,19.0,129.0,152.0,150.71875,243.0,1872,93.87692002975407,,274.0,531.0,306.0,1.2000000476837158,0.0,RECOVERY,14.336441040039062,RECOVERY_5,NO_ANAEROBIC_BENEFIT_0,27.0,31.0,3.0,6.599999904632568,,0.40000009536743164,188.0,2,2,13,373.2569885253906,643.9749755859375,,139.729,520.244,29.001,0.0,0.0,428.009,18.987,14.987,9.012,3.0,35.76771469786763,139.773558229208,35.767676727846265,139.7736158967018,足立区,GARMIN,
19355918252,奥武蔵ロングトレイル35k試走,2025-06-07 09:02:13,2025-06-07 00:02:13,22406.259765625,21521.60546875,21662.53125,18081.393981933594,1217.0,1247.0,1.0410000085830688,2.7709999084472656,1.2230000495910645,2388.0,556.0,128.0,165.0,81.671875,249.0,36146,77.44607806518223,53.0,111.0,2517.0,300.0,3.0,0.0,AEROBIC_BASE,74.48532104492188,IMPROVING_AEROBIC_BASE_8,NO_ANAEROBIC_BENEFIT_0,24.0,34.0,137.8000030517578,522.4000244140625,,9.399993896484375,2308.0,23,145,70,,,,4811.578,12921.836,2750.585,94.965,0.0,673.043,84.867,26.119,13.014,41.004,35.908597726374865,139.22695378772914,35.85879681631923,139.31041994132102,飯能市,GARMIN,登りの心拍数が上昇しやすい。どうやったら強くなれるかな？
19339887011,足立区 - Lactate Threshold Test,2025-06-05 20:39:27,2025-06-05 11:39:27,4819.39013671875,1987.9210205078125,2003.364013671875,1980.6449890136719,10.0,18.0,2.4240000247955322,4.888999938964844,2.4119999408721924,361.0,51.0,142.0,180.0,155.703125,233.0,5214,92.93826200414044,53.0,274.0,565.0,314.0,2.5,2.0,AEROBIC_BASE,74.06922912597656,MAINTAINING_AEROBIC_FITNESS_1,MAINTAINING_ANAEROBIC_BASE_1,24.0,27.0,1.399999976158142,12.800000190734863,,0.8000001907348633,510.0,5,4,27,277.8580017089844,512.968994140625,,4.706,1584.111,154.0,165.955,79.001,266.106,69.955,23.003,116.997,14.002,35.75930974446237,139.77095858193934,35.7640362996608,139.7705789655447,足立区,GARMIN,
19319046368,足立区 ラン,2025-06-03 20:50:57,2025-06-03 11:50:57,4205.830078125,1875.511962890625,1875.511962890625,1873.7170104980469,3.0,5.0,2.242000102996826,2.799000024795532,2.24399995803833,323.0,48.0,131.0,143.0,158.46875,179.0,4880,85.22999877929688,,261.0,373.0,280.0,2.0,0.0,RECOVERY,28.4769287109375,MINOR_AEROBIC_BENEFIT_0,NO_ANAEROBIC_BENEFIT_0,23.0,29.0,4.599999904632568,10.0,,0.39999961853027344,464.0,5,5,26,390.2799987792969,637.9559936523438,,243.502,1631.971,0.0,0.0,0.0,671.933,2.999,0.0,0.0,0.0,35.76772207394242,139.77366677485406,35.76774981804192,139.77373441681266,足立区,GARMIN,
19309699014,足立区 ラン,2025-06-02 22:11:07,2025-06-02 13:11:07,2004.800048828125,882.9520263671875,2143.45703125,839.0,7.0,0.0,2.2709999084472656,2.9110000133514404,2.2679998874664307,154.0,23.0,125.0,142.0,146.265625,221.0,2212,93.23024748567832,,257.0,360.0,292.0,1.0,0.0,RECOVERY,12.2086181640625,RECOVERY_5,NO_ANAEROBIC_BENEFIT_0,26.0,31.0,-0.6000000238418579,3.5999999046325684,,0.20000004768371582,224.0,3,2,11,409.47601318359375,647.1840209960938,,160.45,674.001,0.0,0.0,0.0,561.997,0.0,0.0,0.0,0.0,35.76777135953307,139.77349209599197,35.76774328015745,139.7735902480781,足立区,GARMIN,
